gene_id,CLIP-35L33G,RNA-control,RNA-siLin28a,RNA-siLuc,RPF-siLin28a,RPF-siLuc
MSTRG.324|Fam178b,0,75,17,104,74,94
MSTRG.324,0,0,161,0,0,17
MSTRG.326|ENSMUSG00002075377,0,0,0,0,0,0
MSTRG.301|Cnnm4,346,46,133,92,62,58
MSTRG.301|ENSMUSG00002075980,294,5,7,5,1,1
MSTRG.325|Gm6428,16,32,42,47,32,43
MSTRG.321|5S_rRNA,5,1,1,1,18,39
MSTRG.327|Cnga3,142,0,31,44,0,14
MSTRG.329|Vwa3b,53,27,82,56,0,39
MSTRG.329,0,4,27,0,0,0
MSTRG.330|Gm37020,0,2,0,3,1,0
MSTRG.337|Inpp4a,44,48,175,117,17,25
MSTRG.338|4930439A04Rik,1,0,0,0,0,0
MSTRG.339|Gm37135,1,0,0,0,0,0
MSTRG.309|Cox5b,711,402,1625,961,2304,1942
MSTRG.312,0,0,0,0,38,30
MSTRG.312|Actr1b,551,569,1478,1260,278,376
MSTRG.313|4933424G06Rik,0,0,0,0,1,0
MSTRG.314|Gm33533,0,0,0,0,0,0
MSTRG.310|Zap70,0,0,83,50,11,0
MSTRG.343|Tmem131,4774,896,3101,1785,4972,3063
MSTRG.311|Gm18828,1,0,1,0,0,1
MSTRG.344|Gm37506,6,2,5,1,0,0
MSTRG.345|Gm38115,7,7,21,8,1,1
MSTRG.346|F830112A20Rik,73,12,26,20,1,1
MSTRG.328|Rpl12-ps1,422,130,523,419,140,187
ENSMUSG00000026090.17|Cracdl,0,0,20,0,6,6
ENSMUSG00000089767.2|4930556I23Rik,0,0,0,0,0,0
ENSMUSG00000104365.2|4930470B04Rik,1,0,1,1,0,1
ENSMUSG00000102650.2|Gm19863,1,0,4,0,0,1
MSTRG.335|Tsga10,0,15,36,52,10,0
MSTRG.336|Gm26805,0,0,0,0,0,0
MSTRG.340|Lipt1,0,25,76,103,16,42
MSTRG.341|Mitd1,82,74,214,215,74,113
MSTRG.342|Mrpl30,148,259,658,482,334,467
MSTRG.332|Unc50,417,133,343,298,238,202
MSTRG.333|Mgat4a,577,91,233,209,43,40
MSTRG.331|Coa5,593,508,802,775,56,83
MSTRG.331,20,0,0,0,0,0
MSTRG.334|4930594C11Rik,44,5,32,20,10,29
MSTRG.334|Gm43213,2,1,3,2,3,2
ENSMUSG00000061584.7|Lyg2,0,0,0,0,0,0
ENSMUSG00000087374.2|Gm15457,0,0,0,0,0,0
ENSMUSG00000026085.12|Lyg1,0,0,0,0,0,0
MSTRG.363|Txndc9,325,233,473,484,143,332
ENSMUSG00000102716.2|Gm5099,0,0,0,0,0,0
MSTRG.365,0,10,0,1,0,0
MSTRG.364|Eif5b,3196,735,2871,2805,61,140
MSTRG.366|Rev1,376,206,473,469,44,57
MSTRG.366,0,9,10,3,0,0
MSTRG.367|Gm37062,0,2,7,8,0,0
MSTRG.368,34,0,1,0,0,0
MSTRG.347|Lonrf2,0,12,32,19,5,1
MSTRG.348|Gm6621,88,2,8,5,10,13
MSTRG.350|Chst10,173,108,324,185,138,98
MSTRG.351|Gm37707,0,0,0,0,0,0
MSTRG.354|Aff3,0,33,114,73,0,14
MSTRG.355|Gm16150,0,0,0,0,0,0
MSTRG.356|Gm16151,0,0,0,0,0,0
MSTRG.357|Gm16152,0,0,0,0,0,0
MSTRG.358|Gm34727,0,0,1,0,0,0
ENSMUSG00000067604.9|Nms,0,0,0,0,0,0
MSTRG.352|Pdcl3,676,131,557,447,195,315
MSTRG.353|Gm37309,0,6,15,8,0,0
ENSMUSG00000104188.2|Gm37821,0,0,0,0,0,0
MSTRG.349|Gm37091,19,8,24,26,2,2
ENSMUSG00000098833.3|Mir6349,0,0,0,0,0,0
MSTRG.359|Npas2,1,2,7,5,1,1
MSTRG.360|Gm20428,0,0,0,0,1,2
MSTRG.361|Gm3617,49,19,31,24,17,26
ENSMUSG00000091937.4|Gm3646,0,0,0,0,0,0
ENSMUSG00000101634.7|1700066B17Rik,0,0,0,0,0,0
MSTRG.370|Rpl31,1222,738,1796,1424,1861,2373
MSTRG.371|Tbc1d8,0,48,325,142,35,25
MSTRG.373|Cnot11,825,349,1129,769,303,484
MSTRG.374|Rnf149,1247,186,466,491,215,189
MSTRG.375|Gm23722,0,0,0,0,0,0
ENSMUSG00000050967.6|Creg2,0,0,24,0,0,0
ENSMUSG00000097083.2|D930019O06Rik,0,0,10,20,0,0
MSTRG.372|Gm37265,4,0,0,0,0,0
MSTRG.362|Gm24826,380,1,2,2,30,32
MSTRG.374|Gm15832,16,15,94,22,0,0
MSTRG.374|Snord89,11,1,3,1,0,0
MSTRG.369|Gm5100,198,6,84,63,46,70
ENSMUSG00000026073.14|Il1r2,11,6,14,14,6,8
ENSMUSG00000097899.3|Gm16894,0,0,0,0,0,0
ENSMUSG00000102975.2|Gm37347,0,0,0,0,0,0
ENSMUSG00000026069.16|Il1rl1,0,0,0,0,0,0
MSTRG.378|Il1rl2,38,7,28,23,12,7
MSTRG.379|Gm17970,13,0,9,3,3,5
ENSMUSG00000026070.16|Il18r1,0,0,0,0,0,0
MSTRG.411|Map4k4,78,233,1207,1145,142,324
MSTRG.411,1853,1062,2730,2444,18,43
ENSMUSG00000102985.2|4930456G14Rik,0,0,0,1,0,0
MSTRG.376|Il1r1,12,3,10,8,4,2
MSTRG.377|Gm38070,60,20,55,56,1,1
MSTRG.381|Mfsd9,0,0,32,0,0,0
MSTRG.380|Gm37915,35,0,14,0,0,0
ENSMUSG00000026068.12|Il18rap,0,0,0,0,0,0
ENSMUSG00000104441.2|Gm35801,0,0,0,0,0,0
ENSMUSG00000026065.9|Slc9a4,0,0,0,0,0,0
ENSMUSG00000102676.2|Gm37435,2,0,2,1,1,0
ENSMUSG00000053640.3|Gm9915,1,0,0,0,0,1
MSTRG.382|Gm5267,28,9,16,13,8,19
ENSMUSG00000101877.2|Gm8176,2,0,1,1,0,0
ENSMUSG00000060424.15|Pantr1,0,0,0,0,0,0
ENSMUSG00000104199.2|4930420N18Rik,1,0,0,0,0,0
ENSMUSG00000099784.2|Dalir,1,0,1,0,0,0
ENSMUSG00000045515.5|Pou3f3,8,0,10,1,2,2
ENSMUSG00000093436.7|Gm20646,0,0,0,0,0,0
ENSMUSG00000097063.4|Pantr2,0,0,0,0,0,0
MSTRG.383|Mrps9,504,311,916,856,133,251
MSTRG.384|Gm23126,0,0,2,0,0,0
ENSMUSG00000041907.10|Gpr45,0,0,0,0,0,0
MSTRG.386|Gm29040,0,0,0,0,0,0
MSTRG.387|Gm29610,2,1,4,3,4,6
MSTRG.385|Gm29041,6,1,1,2,3,4
MSTRG.390|Ecrg4,0,0,0,0,6,9
MSTRG.391|Gm29155,1,0,0,0,0,0
MSTRG.392|Gm29157,0,0,0,0,0,0
MSTRG.393|Tgfbrap1,0,80,198,108,23,16
MSTRG.394|Gm28782,0,0,0,0,0,0
MSTRG.395|8430432A02Rik,0,1,3,0,1,0
MSTRG.388|Fhl2,0,0,0,0,0,0
MSTRG.396|AI597479,494,171,380,402,62,86
MSTRG.389|Gm8210,101,126,304,175,166,274
MSTRG.397|Nck2,172,50,184,107,33,44
MSTRG.398|Gm37536,6,3,4,8,0,0
MSTRG.399|Gm38228,4,8,23,16,0,0
MSTRG.401,0,0,19,0,0,35
MSTRG.401|Uxs1,447,86,151,239,143,125
MSTRG.402|Gm16103,35,110,427,259,50,157
ENSMUSG00000091844.3|Gm8251,1,1,1,3,0,0
ENSMUSG00002075225.1|ENSMUSG00002075225,0,0,0,0,0,0
MSTRG.406|Tpp2,1061,533,1326,1385,273,794
MSTRG.403|Mettl21c,0,0,0,0,0,0
MSTRG.400|Gm19587,56,43,214,178,238,270
ENSMUSG00000101395.2|Gm8241,7,0,1,0,1,0
ENSMUSG00000088848.3|Gm26352,1,0,0,0,0,0
MSTRG.406,2,0,30,0,0,0
MSTRG.404|Gm15838,1,0,3,3,3,4
MSTRG.424|Tex30,0,82,198,200,89,148
MSTRG.424,0,0,0,61,3,0
MSTRG.424|Gm29247,0,0,0,0,0,0
MSTRG.424|Poglut2,523,127,332,232,324,291
MSTRG.405|Bivm,146,64,40,136,14,32
MSTRG.405,0,0,118,0,30,37
MSTRG.419|Ercc5,221,107,475,339,107,151
MSTRG.419,0,0,0,67,0,0
MSTRG.409|Gm5700,8,9,3,0,5,4
ENSMUSG00000100769.2|Gm28893,0,0,0,0,0,0
MSTRG.407|Mettl21e,0,0,0,0,0,0
MSTRG.408|Gm15833,26,4,8,2,2,5
MSTRG.410|Txn-ps1,29,10,56,36,231,224
ENSMUSG00000100434.2|Gm3489,6,2,0,0,1,2
MSTRG.413,1,147,1,0,0,0
ENSMUSG00000100013.2|Gm19480,2,1,0,0,1,1
ENSMUSG00000101251.2|Gm3496,4,0,0,1,0,1
MSTRG.412|Gm5268,123,15,26,22,38,118
ENSMUSG00000026043.19|Col3a1,1,0,0,0,2,0
ENSMUSG00002074901.1|ENSMUSG00002074901,0,0,0,0,0,0
MSTRG.414|Gulp1,7,4,19,18,8,5
MSTRG.417|4930521E06Rik,0,0,0,0,0,0
MSTRG.415|Gm37626,10,2,3,4,0,0
MSTRG.416|Gm16102,30,6,48,30,17,31
MSTRG.418|Gm38110,70,30,72,67,1,1
ENSMUSG00000100894.2|Gm8304,0,0,0,3,0,0
ENSMUSG00000100843.2|Gm8307,3,0,0,3,1,1
MSTRG.422|Col5a2,0,0,38,9,102,23
MSTRG.423|Gm38211,2,0,1,1,0,0
MSTRG.421|Gm8296,10,0,3,3,3,5
MSTRG.420|Gm7063,11,8,21,14,12,20
ENSMUSG00000099850.2|Gm28906,0,0,0,0,0,0
MSTRG.427|Wdr75,562,712,1664,1727,156,482
MSTRG.425|Gm5526,106,53,226,145,240,236
MSTRG.426|Gm5269,49,18,84,91,36,110
MSTRG.431|Slc40a1,0,4,56,22,4,8
MSTRG.432|5S_rRNA,31,1,2,2,13,28
ENSMUSG00000099946.2|Gm9496,0,0,0,0,0,0
MSTRG.429|Gm3852,0,0,3,1,4,2
ENSMUSG00000044457.9|Stk-ps2,0,0,0,0,0,0
MSTRG.435|Dnah7b,30,4,16,9,2,3
MSTRG.428|Rpl23a-ps1,61,24,50,32,55,60
MSTRG.430|Gm18849,55,0,0,0,0,0
MSTRG.436,579,152,613,861,385,508
MSTRG.434|Gm28527,3,3,9,5,1,1
MSTRG.448|Gm4852,33,11,55,65,24,38
ENSMUSG00000101447.2|Gm28826,0,0,0,0,0,0
ENSMUSG00000103246.2|Gm38090,1,0,0,0,0,0
ENSMUSG00000104067.2|Gm37196,1,0,0,0,0,0
MSTRG.437|Gm8337,549,413,1626,1177,521,1329
ENSMUSG00000101337.7|Dnah7c,0,0,0,0,0,0
MSTRG.438|Slc39a10,4614,471,1203,1199,1019,983
MSTRG.439|Gm28151,0,3,5,9,1,0
MSTRG.433|Gm8326,539,412,1380,978,430,1011
MSTRG.440|Gm37393,1,1,1,1,0,0
MSTRG.452,66,10,57,32,14,9
ENSMUSG00000096973.2|Gm5974,4,1,3,2,3,6
MSTRG.453|Gm23240,402,1,1,1,162,130
ENSMUSG00000101721.2|Gm8354,0,0,0,0,0,0
ENSMUSG00000097883.2|Gm8357,3,1,7,5,3,7
ENSMUSG00000099376.2|Gm19124,0,0,0,0,0,0
MSTRG.451,58,12,1,9,0,0
ENSMUSG00002075589.1|7SK,1,0,0,0,0,0
ENSMUSG00000100816.2|Gm28321,1,0,2,1,0,1
ENSMUSG00000101760.2|Gm8384,0,0,0,0,0,0
MSTRG.450|4933411E06Rik,20,13,19,22,1,1
ENSMUSG00000099454.2|Gm8367,0,0,0,0,0,0
ENSMUSG00000051616.15|C230029F24Rik,0,0,0,0,0,0
ENSMUSG00000099698.2|Gm28740,1,0,0,0,0,0
MSTRG.449|Gm6757,65,2,4,10,6,21
ENSMUSG00000026109.15|Tmeff2,11,4,9,1,6,6
ENSMUSG00002075527.1|ENSMUSG00002075527,0,0,0,0,0,0
ENSMUSG00000101242.2|Gm28319,0,0,0,0,0,0
ENSMUSG00000100671.2|Gm28322,7,1,1,1,0,0
ENSMUSG00000099924.2|Gm28320,1,1,1,1,0,0
ENSMUSG00000099625.2|Gm29325,8,1,3,2,1,1
ENSMUSG00000101741.2|Gm28055,0,0,0,0,0,0
ENSMUSG00000101799.2|9330175M20Rik,0,0,0,0,0,0
ENSMUSG00000045954.8|Cavin2,0,0,0,0,0,0
ENSMUSG00000099741.2|Gm5253,0,5,1,0,2,5
ENSMUSG00000101702.2|1700072G22Rik,0,0,0,0,0,0
MSTRG.454|Nabp1,728,291,692,872,105,183
ENSMUSG00000099413.2|Gm17767,0,0,1,0,0,0
ENSMUSG00000103424.2|Gm37535,5,2,1,2,0,1
MSTRG.461|Myo1b,900,318,1064,861,91,182
MSTRG.461,0,0,0,58,0,2
MSTRG.462|Gm29453,0,1,0,0,0,0
ENSMUSG00002075355.1|ENSMUSG00002075355,0,0,0,0,0,0
MSTRG.463|Gm28323,4,1,1,2,0,0
MSTRG.455|Gm8419,3,31,54,25,56,74
MSTRG.456|Gm8420,174,135,501,405,188,306
MSTRG.460|Gm5527,14,6,17,22,10,27
MSTRG.476|Stat4,0,48,98,112,0,34
MSTRG.476,0,3,19,48,0,3
MSTRG.476|Gm28177,0,0,0,0,0,0
MSTRG.478|Gm31812,0,0,0,2,0,0
MSTRG.476|Stat1,0,76,205,110,47,101
MSTRG.479|Gm18301,0,0,2,2,0,0
MSTRG.469|Gls,904,333,859,844,176,300
ENSMUSG00000099648.2|Gm5975,0,0,0,0,0,0
MSTRG.457,0,21,1,0,0,0
MSTRG.477|Gm3940,151,61,304,243,292,306
MSTRG.470,2,4,3,14,0,0
MSTRG.469,10,5,6,1,0,0
MSTRG.468|Nemp2,0,63,198,128,79,57
MSTRG.464|Gm37242,50,9,28,29,1,1
MSTRG.471|Nab1,447,62,187,130,15,19
ENSMUSG00000100120.2|Gm53065,0,0,0,0,0,0
ENSMUSG00000099878.2|Gm28178,0,0,0,0,0,0
MSTRG.458|Gm5976,6,70,35,17,6,14
MSTRG.459|Rps27a-ps1,454,22,93,63,93,127
MSTRG.466|Mfsd6,96,10,41,29,17,8
MSTRG.467|Gm29670,1,2,0,0,0,0
MSTRG.472|1700019D03Rik,448,129,391,473,24,17
ENSMUSG00000100230.2|Gm28650,0,0,3,0,0,0
MSTRG.465|Inpp1,34,0,42,26,0,13
MSTRG.473|Hibch,248,39,239,219,89,160
MSTRG.473,0,25,0,0,0,0
MSTRG.474|Gm16107,15,0,0,0,1,2
ENSMUSG00000089334.4|Gm24349,0,0,0,0,0,0
ENSMUSG00000060715.10|1700019A02Rik,0,0,0,0,0,0
MSTRG.487|Gm28777,0,0,0,0,0,0
MSTRG.486|Pms1,209,110,279,362,38,106
ENSMUSG00000100069.2|Gm6801,0,0,0,0,0,0
MSTRG.475,49,1,0,1,0,0
MSTRG.488|Ormdl1,483,94,191,205,153,145
MSTRG.488|Gm28778,0,0,0,0,0,0
MSTRG.488|Osgepl1,0,10,91,152,22,49
MSTRG.489|Gm28551,0,0,0,0,0,0
MSTRG.489|Gm18800,0,0,0,0,0,0
MSTRG.489,0,457,266,459,0,0
MSTRG.489|Asnsd1,1317,20,663,689,103,93
MSTRG.489|Gm50478,0,0,1,9,3,36
MSTRG.488,97,35,41,6,16,0
ENSMUSG00000100267.2|Gm28779,1,0,0,0,0,1
ENSMUSG00000102405.2|Gm37863,2,1,1,1,1,1
ENSMUSG00002076105.1|ENSMUSG00002076105,0,0,0,0,0,0
MSTRG.481|Stk17b,511,73,230,232,45,89
ENSMUSG00000096141.3|Dnah7a,3,5,6,4,1,1
ENSMUSG00000042807.16|Hecw2,41,5,56,34,12,11
ENSMUSG00000098443.3|Mir7681,0,0,0,0,0,0
ENSMUSG00000087949.3|Gm24251,0,0,0,0,0,0
ENSMUSG00000102868.2|Gm37633,10,3,3,4,1,1
MSTRG.483|U6,26,1,2,2,2,3
MSTRG.482|Gtf3c3,501,275,668,563,76,205
MSTRG.480|Gm19637,7,2,4,4,1,3
MSTRG.484|Pgap1,1474,223,693,533,403,235
MSTRG.485|Gm36955,6,5,9,7,0,0
MSTRG.490|Ankrd44,22,22,81,31,13,10
MSTRG.491|4930444A19Rik,0,0,0,0,0,0
MSTRG.492|Gm37370,0,0,0,1,0,0
MSTRG.493|ENSMUSG00002075552,0,0,0,0,0,0
MSTRG.499|Sf3b1,5751,1782,3837,2785,494,1457
MSTRG.494|A130048G24Rik,3,1,1,0,0,0
MSTRG.499,3,4,1811,2056,2,1
MSTRG.504|Mars2,126,152,338,315,171,170
MSTRG.506|Btf3-ps17,28,2,8,9,16,28
ENSMUSG00000101085.2|Gm8531,5,1,2,1,2,3
MSTRG.507|Boll,0,0,25,16,0,0
MSTRG.508|Gm8292,313,41,223,172,282,414
ENSMUSG00000100372.2|1700003I22Rik,0,0,0,0,0,0
MSTRG.495|E330011M16Rik,0,3,3,2,14,7
MSTRG.496|Coq10b,44,48,159,106,49,73
MSTRG.501,0,205,247,2093,168,118
MSTRG.501|Hspd1,12208,2380,5987,5911,2119,5846
MSTRG.505|Mob4,426,180,486,496,138,255
ENSMUSG00000025978.15|Rftn2,0,0,0,0,0,0
ENSMUSG00000097649.3|Gm10561,0,0,0,0,0,0
MSTRG.497|Gm17971,58,28,40,23,21,26
MSTRG.502|Hspe1,1907,712,1900,1816,1140,1383
MSTRG.498|Gm5147,34,15,49,41,13,21
MSTRG.500|Gm16581,34,26,93,31,54,27
MSTRG.503|Gm6822,44,12,31,23,62,61
ENSMUSG00000101332.2|Gm28240,1,0,0,0,0,0
MSTRG.509|Gm28900,15,33,30,29,20,32
MSTRG.513|Gm37382,0,0,0,0,0,0
MSTRG.510|Plcl1,1,1,2,1,0,0
MSTRG.511|Gm38056,209,409,742,694,205,494
MSTRG.512|Gm6644,41,87,41,45,3,7
MSTRG.515|Gm5254,8,8,20,17,18,32
ENSMUSG00000038331.16|Satb2,0,0,0,0,0,0
ENSMUSG00000087022.5|9130024F11Rik,5,1,2,4,3,1
ENSMUSG00000104310.2|Gm4081,0,0,0,0,1,0
ENSMUSG00002075847.1|ENSMUSG00002075847,0,0,1,0,0,0
MSTRG.514,498,149,126,165,51,56
MSTRG.516|4930558J18Rik,0,0,40,0,0,0
MSTRG.517|1700066M21Rik,97,33,81,91,34,25
MSTRG.518|Tyw5,54,64,208,129,91,169
MSTRG.519|Maip1,814,99,251,204,221,195
ENSMUSG00000101151.2|Gm17929,0,0,0,0,0,0
ENSMUSG00000101826.2|Gm8581,3,0,0,0,0,0
ENSMUSG00000102685.2|Gm37373,10,3,8,6,1,1
MSTRG.521|Spats2l,0,13,115,0,25,14
MSTRG.521,0,0,15,0,0,4
MSTRG.522|Gm17234,0,0,0,0,0,0
MSTRG.523|Aox3,0,0,64,49,0,0
MSTRG.524|Gm24548,0,0,0,0,0,0
MSTRG.525|Kctd18,366,221,580,545,43,73
ENSMUSG00000063558.5|Aox1,0,0,0,0,0,0
MSTRG.526|Sgo2a,676,302,1066,825,90,148
ENSMUSG00000038242.13|Aox4,5,2,12,2,2,1
ENSMUSG00000089822.2|Gm15759,0,0,0,0,0,0
ENSMUSG00000079554.3|Aox2,0,0,0,0,0,0
MSTRG.520|Gm37607,85,189,266,258,17,38
MSTRG.527|Bzw1,1266,1187,3021,2380,602,931
MSTRG.528|Clk1,247,329,1270,1065,64,252
MSTRG.542|Ppil3,129,73,98,151,44,85
MSTRG.542,11,1,71,81,25,21
MSTRG.543|Nif3l1,279,456,913,906,204,481
MSTRG.544,0,0,0,763,65,4
MSTRG.544|Orc2,1203,529,1080,581,126,379
MSTRG.527,154,0,0,0,0,0
MSTRG.528,60,9,0,11,72,0
MSTRG.543,17,2,4,12,0,0
MSTRG.545|U6,3,0,2,0,1,0
MSTRG.530,0,5,0,0,0,0
MSTRG.539|Casp8,34,16,81,52,20,30
MSTRG.532|Gm3841,29,1,4,2,31,37
MSTRG.540|Gm37760,44,30,54,78,12,24
MSTRG.547|Stradb,0,22,43,64,17,14
MSTRG.546|Trak2,615,226,697,676,55,83
ENSMUSG00000072295.8|C2cd6,0,0,0,0,0,0
ENSMUSG00000047383.9|WI1-1860G10.1,0,0,0,0,0,0
ENSMUSG00000099752.2|Gm29018,0,0,0,0,0,0
ENSMUSG00000077616.3|Gm25502,0,0,0,0,0,0
MSTRG.536|Gm15834,0,0,0,0,0,0
MSTRG.537|Fam126b,1010,156,329,316,35,36
MSTRG.537,0,0,0,0,0,2
ENSMUSG00000099490.2|Gm18802,0,0,0,0,0,0
MSTRG.535|Gm20257,5,2,5,2,1,2
MSTRG.534|Flacc1,27,41,37,27,28,49
ENSMUSG00000101046.2|Gm28803,0,0,0,0,0,0
MSTRG.541|Cflar,192,146,349,321,37,69
MSTRG.538|Ndufb3,1764,135,523,410,756,635
MSTRG.529|Gm29389,30,5,4,3,51,45
MSTRG.533|Cbx3-ps7,118,31,55,66,21,48
MSTRG.565|Tmem237,590,57,241,229,167,16
MSTRG.565,0,0,0,0,0,148
MSTRG.567|Mpp4,0,0,0,0,0,0
MSTRG.569|Gm19125,0,0,3,1,0,0
MSTRG.567|Als2,970,689,1544,1433,225,432
MSTRG.566|G730003C15Rik,5,8,8,9,4,5
MSTRG.568|Gm29017,6,4,8,11,1,1
ENSMUSG00000099922.2|Gm29016,0,0,0,0,0,0
ENSMUSG00000104502.2|Gm37737,1,2,6,3,1,2
ENSMUSG00000026023.17|Cdk15,11,0,0,0,0,0
ENSMUSG00000103131.2|Gm37977,1,0,0,0,0,0
MSTRG.560|Gm18829,0,0,0,0,0,0
MSTRG.558|Fam117b,721,243,758,504,100,174
MSTRG.561|Ica1l,23,5,23,12,0,0
MSTRG.559|Gm37531,16,7,21,15,1,3
ENSMUSG00000097819.2|Gm26813,0,0,0,0,0,0
MSTRG.550|Gm973,43,16,14,31,2,5
MSTRG.551|Gm28411,0,0,0,0,0,0
MSTRG.552|1700122D07Rik,0,0,0,0,0,0
MSTRG.553|Sumo1,1229,359,1006,1249,396,634
ENSMUSG00000101400.2|Gm29596,0,2,0,0,0,0
MSTRG.562|Nop58,925,1028,2717,2505,184,1208
MSTRG.562,1865,147,823,870,422,152
MSTRG.548,89,163,255,173,322,360
MSTRG.549|Fzd7,2914,573,1454,1253,2123,1539
MSTRG.554|7SK,1,0,0,0,0,0
MSTRG.555|D430013B06Rik,13,12,28,28,1,2
MSTRG.563|Snord70,76,0,3,3,0,0
MSTRG.562|Gm26293,1,1,1,4,1,0
MSTRG.564|Gm26287,21,0,0,2,0,0
MSTRG.562|Snord11,42,1,1,1,0,0
MSTRG.556|Bmpr2,1663,161,476,407,116,103
MSTRG.557|Gm38125,1,3,3,2,1,1
MSTRG.572|Wdr12,1077,460,1283,1249,236,537
MSTRG.573|Carf,107,24,107,55,20,17
MSTRG.574|Gm15464,211,78,513,321,296,376
MSTRG.582,0,0,0,4,0,1
MSTRG.582|Nbeal1,1076,210,634,518,41,49
MSTRG.583|Gm29332,0,0,0,0,0,0
MSTRG.570|Cyp20a1,606,77,227,165,308,285
MSTRG.570,0,0,0,81,0,0
MSTRG.576|Abi2,1073,223,385,500,75,71
MSTRG.576,0,3,56,25,0,35
MSTRG.579|Raph1,855,380,1229,749,112,133
MSTRG.581|Gm11576,0,0,0,2,0,0
ENSMUSG00000103215.2|Gm38388,0,0,0,0,0,0
MSTRG.571|6030460B20Rik,6,2,4,1,0,0
MSTRG.580|Gm11575,131,27,107,106,107,82
ENSMUSG00000082160.2|Gm11578,3,0,2,2,2,1
ENSMUSG00000084151.2|Gm11577,0,0,0,0,0,0
ENSMUSG00000026012.3|Cd28,0,0,0,0,0,0
MSTRG.575|Eif4a-ps4,5189,3238,8681,7111,2047,4547
ENSMUSG00000086795.2|Gm11579,0,0,0,0,0,0
ENSMUSG00000085965.2|2310016D23Rik,0,0,0,0,0,0
ENSMUSG00000083118.2|Gm11609,0,0,0,0,0,0
ENSMUSG00000083355.2|Gm11581,0,0,0,0,0,0
ENSMUSG00000104069.2|Gm37198,14,2,6,5,5,4
MSTRG.577|Ctla4,0,0,0,0,0,0
MSTRG.578|Rpl18-ps1,85,186,900,481,444,523
MSTRG.584|Gm11582,7,5,4,1,11,14
ENSMUSG00000026009.15|Icos,1,0,0,0,0,0
ENSMUSG00000102561.2|Gm37039,2,1,3,1,1,0
MSTRG.585|Rpl17-ps1,123,13,35,30,29,40
ENSMUSG00000080785.2|Gm11591,1,0,0,0,0,0
ENSMUSG00000082661.2|Gm11590,0,0,0,0,0,0
ENSMUSG00000100381.2|Gm28094,1,0,0,0,0,1
ENSMUSG00000086009.2|4930587A21Rik,0,0,0,0,0,0
ENSMUSG00000085447.2|9530026F06Rik,0,0,0,0,0,0
ENSMUSG00000086408.2|Gm11588,0,0,0,0,0,0
ENSMUSG00002075578.1|U6,0,0,0,0,0,0
ENSMUSG00000100965.2|Gm28449,0,0,0,0,0,0
MSTRG.587|Pard3b,7,4,11,5,2,2
MSTRG.590|Gm38278,0,0,2,1,1,1
MSTRG.591|Pard3bos1,0,0,0,0,0,0
MSTRG.593|Gm29640,0,0,0,0,0,0
MSTRG.594|Gm29641,0,0,0,0,0,0
MSTRG.597|Pard3bos3,0,0,0,0,0,0
ENSMUSG00000081950.2|Gm11600,0,0,0,0,0,0
MSTRG.599|Nrp2,1105,272,1266,569,543,317
MSTRG.600|Gm29083,0,0,0,0,0,0
ENSMUSG00000100426.2|Gm4208,0,0,0,0,0,0
MSTRG.588|Gm37205,4,0,0,0,0,0
MSTRG.589|Gm38012,5,0,1,1,1,1
MSTRG.592|Gm38075,3,0,3,0,0,0
MSTRG.595|Pard3bos2,1,0,1,0,0,0
MSTRG.596|Gm38351,4,0,4,2,0,0
MSTRG.598|Gm29084,123,49,177,126,12,8
MSTRG.586|Gm11599,100,113,344,211,111,142
MSTRG.601|Gm37121,19,2,17,6,0,0
MSTRG.618|Ino80d,1282,315,1007,609,66,80
MSTRG.620|Gm24942,0,0,0,0,0,0
MSTRG.618,0,0,9,0,0,0
MSTRG.623|Ino80dos,31,17,22,40,7,8
MSTRG.625|Ndufs1,611,341,1054,1472,601,1134
MSTRG.625,585,343,1029,466,167,168
MSTRG.626|ENSMUSG00002076280,0,0,0,0,0,0
MSTRG.627|Eef1b2,7178,2850,8482,6656,3895,5228
MSTRG.627|ENSMUSG00002076939,0,2,1,1,0,0
MSTRG.604|Gpr1,0,5,24,0,0,0
MSTRG.605|ENSMUSG00002075004,0,0,0,0,0,0
MSTRG.606|Platr12,15,5,34,3,48,42
MSTRG.606,0,456,57,288,8,75
MSTRG.609|Gm11608,5,1,8,1,2,0
MSTRG.610|ENSMUSG00002076057,0,2,0,0,0,1
MSTRG.606|Zdbf2,4159,373,3156,2086,621,612
MSTRG.611|U6,0,0,1,0,0,0
MSTRG.602|Gm11606,0,10,0,0,0,0
MSTRG.619|Gm44468,1,1,0,0,5,5
MSTRG.621|Rps13-ps7,1,0,2,4,11,12
MSTRG.622|Rps27-ps1,51,18,48,24,23,22
MSTRG.624|Gm20342,47,28,116,67,4,4
MSTRG.627|Gm26457,24,1,0,1,0,0
MSTRG.627|snoZ196,211,1,4,1,0,0
MSTRG.627|Snora41,10,2,4,0,1,1
MSTRG.607,27,2,1,8,0,0
MSTRG.608|1700039I01Rik,8,5,12,6,0,0
MSTRG.603|Gm11605,32,68,154,142,37,58
ENSMUSG00000080817.2|Gm13751,2,0,0,1,0,0
ENSMUSG00000025961.2|4933402D24Rik,0,0,0,0,0,0
ENSMUSG00000044689.6|Gm13749,0,0,0,0,0,0
ENSMUSG00000082373.3|Gm13754,0,0,0,0,0,0
MSTRG.616,0,0,0,0,239,0
MSTRG.616|Fastkd2,1428,219,484,514,105,445
